,make,model,year,fuel_type,hp,num_cyl,trans_type,drive_type,doors,size,style,highway_mpg,city_mpg,popularity,MSRP,cat_1,cat_2
11391,Dodge,Viper,2017,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12,1851,118795,exotic,high-performance
11392,Dodge,Viper,2017,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12,1851,95895,exotic,high-performance
11393,Dodge,Viper,2017,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12,1851,107995,exotic,high-performance
11394,Aston Martin,Virage,2012,premium unleaded (required),490.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,18,13,259,208295,exotic,high-performance
11395,Aston Martin,Virage,2012,premium unleaded (required),490.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,18,13,259,223295,exotic,high-performance
11396,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible SUV,23,20,481,16599,standard,
11397,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Convertible SUV,23,20,481,17999,standard,
11398,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,23,20,481,17799,standard,
11399,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,23,20,481,16999,standard,
11400,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,24,20,481,15999,standard,
11401,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,18199,standard,
11402,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,20,481,19199,standard,
11403,Suzuki,Vitara,2002,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,23,20,481,16799,standard,
11404,Suzuki,Vitara,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,18199,standard,
11405,Suzuki,Vitara,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,23,20,481,16999,standard,
11406,Suzuki,Vitara,2003,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,24,20,481,15599,standard,
11407,Suzuki,Vitara,2003,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,23,20,481,16799,standard,
11408,Suzuki,Vitara,2004,regular unleaded,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,20,17,481,19199,standard,
11409,Suzuki,Vitara,2004,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,20,17,481,17999,standard,
11410,Suzuki,Vitara,2004,regular unleaded,165.0,6.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,20,17,481,18199,standard,
11411,Suzuki,Vitara,2004,regular unleaded,165.0,6.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,21,17,481,16999,standard,
11412,Chrysler,Voyager,2001,flex-fuel (unleaded/E85),180.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,1013,23525,standard,
11413,Chrysler,Voyager,2001,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,18,1013,19160,standard,
11414,Chrysler,Voyager,2002,flex-fuel (unleaded/E85),180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,22,16,1013,23640,standard,
11415,Chrysler,Voyager,2002,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,1013,16430,standard,
11416,Chrysler,Voyager,2002,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,17,1013,19155,flex fuel,
11417,Chrysler,Voyager,2003,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,18,1013,20960,standard,
11418,Chrysler,Voyager,2003,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,1013,23790,standard,
11427,Ford,Windstar Cargo,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Cargo Minivan,22,16,5657,20220,standard,
11428,Ford,Windstar Cargo,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Cargo Minivan,21,16,5657,20585,standard,
11429,Ford,Windstar Cargo,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Cargo Minivan,22,16,5657,21075,standard,
11430,Ford,Windstar,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,31115,standard,
11431,Ford,Windstar,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,25000,standard,
11432,Ford,Windstar,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,27435,standard,
11433,Ford,Windstar,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Passenger Minivan,22,16,5657,22185,standard,
11434,Ford,Windstar,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,28595,standard,
11435,Ford,Windstar,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,33765,standard,
11436,Ford,Windstar,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21,16,5657,28900,standard,
11437,Ford,Windstar,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21,16,5657,27460,standard,
11438,Ford,Windstar,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21,16,5657,26375,standard,
11439,Ford,Windstar,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21,16,5657,31630,standard,
11440,Ford,Windstar,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21,16,5657,34040,standard,
11441,Ford,Windstar,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,21,16,5657,22340,standard,
11442,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,27870,standard,
11443,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,23070,standard,
11444,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,26315,standard,
11445,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,29230,standard,
11446,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,34825,standard,
11447,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,31835,standard,
11448,Rolls-Royce,Wraith,2014,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,86,284900,exotic,luxury
11449,Rolls-Royce,Wraith,2015,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,86,294025,exotic,luxury
11450,Rolls-Royce,Wraith,2016,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,86,304350,exotic,luxury
11451,Subaru,WRX,2015,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,37395,factory tuner,high-performance
11452,Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,25,19,640,31195,performance,
11453,Subaru,WRX,2015,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,38495,factory tuner,high-performance
11454,Subaru,WRX,2015,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,34495,factory tuner,high-performance
11455,Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,28,21,640,29995,performance,
11456,Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,25,19,640,29695,performance,
11457,Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,28,21,640,26295,performance,
11458,Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,28,21,640,28495,performance,
11459,Subaru,WRX,2016,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,34695,factory tuner,high-performance
11460,Subaru,WRX,2016,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,39995,factory tuner,high-performance
11461,Subaru,WRX,2016,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,28895,performance,
11462,Subaru,WRX,2016,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,38995,factory tuner,high-performance
11463,Subaru,WRX,2016,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,30395,performance,
11464,Subaru,WRX,2016,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,39995,factory tuner,high-performance
11465,Subaru,WRX,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,24,18,640,31595,performance,
11466,Subaru,WRX,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,24,18,640,30095,performance,
11467,Subaru,WRX,2016,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,26595,performance,
11468,Subaru,WRX,2017,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,39995,factory tuner,high-performance
11469,Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,26695,performance,
11470,Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,24,18,640,30195,performance,
11471,Subaru,WRX,2017,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,39995,factory tuner,high-performance
11472,Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,30995,performance,
11473,Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,24,18,640,32195,performance,
11474,Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,28995,performance,
11475,Subaru,WRX,2017,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,640,35195,factory tuner,high-performance
11483,BMW,X1,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,34,23,3916,31200,crossover,luxury
11484,BMW,X1,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32,22,3916,33000,crossover,luxury
11485,BMW,X1,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,18,3916,39100,crossover,luxury
11486,BMW,X1,2016,premium unleaded (required),228.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,22,3916,34800,crossover,luxury
11487,BMW,X1,2017,premium unleaded (required),228.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32,23,3916,33100,crossover,luxury
11488,BMW,X1,2017,premium unleaded (required),228.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,31,22,3916,35100,crossover,luxury
11489,BMW,X3,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,19,3916,45500,crossover,luxury
11490,BMW,X3,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,21,3916,40500,crossover,luxury
11491,BMW,X3,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34,27,3916,42000,crossover,luxury
11492,BMW,X3,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,28,21,3916,38500,crossover,luxury
11493,BMW,X3,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,28,21,3916,38950,crossover,luxury
11494,BMW,X3,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,19,3916,46800,crossover,luxury
11495,BMW,X3,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,21,3916,40950,crossover,luxury
11496,BMW,X3,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34,27,3916,42450,crossover,luxury
11497,BMW,X3,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34,27,3916,42750,crossover,luxury
11498,BMW,X3,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,19,3916,47950,crossover,luxury
11499,BMW,X3,2017,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,21,3916,41250,crossover,luxury
11500,BMW,X3,2017,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,28,21,3916,39250,crossover,luxury
11501,BMW,X4,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,20,3916,44700,crossover,luxury
11502,BMW,X4,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,19,3916,48000,crossover,luxury
11503,BMW,X4,2016,premium unleaded (required),360.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,3916,57800,crossover,factory tuner
11504,BMW,X4,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,20,3916,45250,crossover,luxury
11505,BMW,X4,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,19,3916,49700,crossover,luxury
11506,BMW,X4,2017,premium unleaded (required),355.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,19,3916,58100,crossover,factory tuner
11507,BMW,X4,2017,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,20,3916,45550,crossover,luxury
11508,BMW,X5 M,2015,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,3916,98700,crossover,factory tuner
11509,BMW,X5 M,2016,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,3916,98800,crossover,factory tuner
11510,BMW,X5 M,2017,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,3916,98800,crossover,factory tuner
11511,BMW,X5,2015,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,24,3916,57700,crossover,luxury
11512,BMW,X5,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27,19,3916,53900,crossover,luxury
11513,BMW,X5,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,18,3916,56200,crossover,luxury
11514,BMW,X5,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,3916,70100,crossover,luxury
11515,BMW,X5,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,3916,57000,crossover,luxury
11516,BMW,X5,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,15,3916,71500,crossover,luxury
11517,BMW,X5,2016,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,23,3916,57700,crossover,luxury
11518,BMW,X5,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25,18,3916,54700,crossover,luxury
11519,BMW,X5,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,3916,57800,crossover,luxury
11520,BMW,X5,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25,18,3916,55500,crossover,luxury
11521,BMW,X5,2017,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,23,3916,59300,crossover,luxury
11522,BMW,X5,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,15,3916,72300,crossover,luxury
11523,BMW,X6 M,2015,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,3916,102100,crossover,factory tuner
11524,BMW,X6 M,2016,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,3916,102200,crossover,factory tuner
11525,BMW,X6 M,2017,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,3916,102200,crossover,factory tuner
11526,BMW,X6,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,18,3916,61900,crossover,luxury
11527,BMW,X6,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,3916,72900,crossover,luxury
11528,BMW,X6,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27,19,3916,59600,crossover,luxury
11529,BMW,X6,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,3916,62900,crossover,luxury
11530,BMW,X6,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25,18,3916,60600,crossover,luxury
11531,BMW,X6,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,15,3916,75300,crossover,luxury
11532,BMW,X6,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25,18,3916,61400,crossover,luxury
11533,BMW,X6,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,15,3916,76100,crossover,luxury
11534,BMW,X6,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,3916,63700,crossover,luxury
11535,Scion,xA,2004,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,105,12480,hatchback,
11536,Scion,xA,2004,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,27,105,13280,hatchback,
11537,Scion,xA,2005,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,27,105,13330,hatchback,
11538,Scion,xA,2005,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,105,12530,hatchback,
11539,Scion,xA,2006,regular unleaded,103.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,27,105,13580,hatchback,
11540,Scion,xA,2006,regular unleaded,103.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,105,12780,hatchback,
11541,Scion,xB,2013,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,105,16970,standard,
11542,Scion,xB,2013,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,105,19210,standard,
11543,Scion,xB,2013,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,17920,standard,
11544,Scion,xB,2013,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,20160,standard,
11545,Scion,xB,2014,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,105,16970,standard,
11546,Scion,xB,2014,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,20420,standard,
11547,Scion,xB,2014,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,17920,standard,
11548,Scion,xB,2015,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,18070,standard,
11549,Scion,xB,2015,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,19685,standard,
11550,Scion,xB,2015,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,28,22,105,17120,standard,
11551,Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,51050,crossover,luxury
11552,Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,45550,crossover,luxury
11553,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,22,870,46750,crossover,luxury
11554,Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,48250,crossover,luxury
11555,Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,41550,crossover,luxury
11556,Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,42650,crossover,luxury
11557,Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,870,38850,crossover,luxury
11558,Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,870,39650,crossover,luxury
11559,Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,42950,crossover,luxury
11560,Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,43850,crossover,luxury
11561,Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,870,43900,crossover,luxury
11562,Volvo,XC60,2015,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,37250,crossover,luxury
11563,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,22,870,45550,crossover,luxury
11564,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,22,870,41450,crossover,luxury
11565,Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,870,35750,crossover,luxury
11566,Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,45800,crossover,luxury
11567,Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,870,42850,crossover,luxury
11568,Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,870,40250,crossover,luxury
11569,Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,47200,crossover,luxury
11570,Volvo,XC60,2015,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,41750,crossover,luxury
11571,Volvo,XC60,2015,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,40350,crossover,luxury
11572,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,22,870,44050,crossover,luxury
11573,Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,870,36400,crossover,luxury
11574,Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,49800,crossover,luxury
11575,Volvo,XC60,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,47050,crossover,luxury
11576,Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,45400,crossover,luxury
11577,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,22,870,42350,crossover,luxury
11578,Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,41150,crossover,luxury
11579,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,22,870,40050,crossover,luxury
11580,Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,37900,crossover,luxury
11581,Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,46950,crossover,luxury
11582,Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,22,870,41150,crossover,luxury
11583,Volvo,XC60,2015,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,44350,crossover,luxury
